Project	Epoch	Acc	th	Rec/Sn	Pre	F1	Spe	MCC	AUROC	AUPRC	TN	FP	FN	TP
SLAM_general	0	0.5095198675496688	0.41	0.9884105960264901	0.5048625792811839	0.6683459277917716	0.030629139072847682	0.06622579423641767	0.514027276764177	0.5080988770004362	37	1171	14	1194
