Label	Logit
1.0	0.1895533949136734
1.0	0.16574633121490479
1.0	0.0031733796931803226
1.0	0.008873587474226952
1.0	0.479806512594223
1.0	0.3941555321216583
1.0	0.016894506290555
1.0	0.004059998784214258
1.0	0.2326732575893402
1.0	0.3497121036052704
1.0	0.0020967647433280945
1.0	0.22545760869979858
1.0	0.011650792323052883
1.0	0.011180644854903221
1.0	0.0002681860642042011
1.0	0.007339330855756998
1.0	0.3278396427631378
1.0	0.39916086196899414
1.0	0.3264305889606476
1.0	0.032081104815006256
1.0	0.18180491030216217
1.0	0.026876041665673256
1.0	0.4968205988407135
1.0	0.01640983484685421
1.0	0.011237559840083122
1.0	0.01902906224131584
1.0	0.007096084766089916
1.0	0.006540816277265549
1.0	0.3161773979663849
1.0	0.18161071836948395
1.0	0.030180925503373146
1.0	0.017455270513892174
1.0	0.38068267703056335
1.0	0.3565791845321655
1.0	0.11676797270774841
1.0	0.1739274561405182
1.0	0.4126759469509125
1.0	0.2881738841533661
1.0	0.1130601018667221
1.0	0.004431465640664101
1.0	0.033569954335689545
1.0	0.029772982001304626
1.0	0.13747717440128326
1.0	0.023723380640149117
1.0	0.10416049510240555
1.0	0.1462329477071762
1.0	0.29325467348098755
1.0	0.09709566831588745
1.0	0.4183991551399231
1.0	0.5
1.0	0.04544960707426071
1.0	0.0723687931895256
1.0	0.011393685825169086
1.0	0.0272004883736372
1.0	0.1100180447101593
1.0	0.10939233005046844
1.0	0.12697924673557281
1.0	0.014221415854990482
1.0	0.015800034627318382
1.0	0.43922072649002075
1.0	0.00014825079415459186
1.0	0.02449038438498974
1.0	0.01724129170179367
1.0	0.44075360894203186
1.0	0.263207346200943
1.0	0.09984198957681656
1.0	0.2532350718975067
1.0	0.42216962575912476
1.0	0.03796952962875366
1.0	0.012275698594748974
1.0	0.006707645487040281
1.0	0.05124090984463692
1.0	0.2199316769838333
1.0	0.18979685008525848
1.0	0.036003194749355316
1.0	0.040707800537347794
1.0	0.1044871136546135
1.0	0.041427358984947205
1.0	0.0047173816710710526
1.0	0.42705488204956055
1.0	0.006207440514117479
1.0	0.465131938457489
1.0	0.36974096298217773
1.0	0.029041223227977753
1.0	0.03059264086186886
1.0	0.07476956397294998
1.0	0.41504475474357605
1.0	0.011335157789289951
1.0	0.013185021467506886
1.0	0.041743285953998566
1.0	0.011269520968198776
1.0	0.05529676377773285
1.0	0.0017622277373448014
1.0	0.14723412692546844
1.0	0.00993296131491661
1.0	0.06267514824867249
1.0	0.3435622751712799
1.0	0.0483161024749279
1.0	0.3061741590499878
1.0	0.16986504197120667
1.0	0.004371793009340763
1.0	0.012576164677739143
1.0	0.10284782201051712
1.0	0.049417756497859955
1.0	0.015517570078372955
1.0	0.011776011437177658
1.0	0.35611677169799805
1.0	0.0007844259962439537
1.0	0.45471230149269104
1.0	0.02381966821849346
1.0	0.028958717361092567
1.0	0.13975147902965546
1.0	0.03704158589243889
1.0	0.19695204496383667
1.0	0.29326626658439636
1.0	0.002496173372492194
1.0	0.31871721148490906
1.0	0.005540172569453716
1.0	0.05035533383488655
1.0	0.13534486293792725
1.0	0.13013972342014313
1.0	0.0002918841491919011
1.0	0.5
1.0	0.1324971467256546
1.0	0.25045159459114075
1.0	0.09900065511465073
1.0	0.4914669692516327
1.0	0.18756340444087982
1.0	0.03883552551269531
1.0	0.0015549496747553349
1.0	0.009536411613225937
1.0	0.005469666328281164
1.0	0.06833604723215103
1.0	0.0005405373522080481
1.0	0.0030872502829879522
1.0	0.493930459022522
1.0	0.012857808731496334
1.0	0.4998338520526886
1.0	0.05628029257059097
1.0	0.4253368377685547
1.0	0.0012707040878012776
1.0	0.40364235639572144
1.0	0.002484033117070794
